,Geneid,minuslog10pval,SPT5_T0vsSPT5_T15.padj,log2FC
1342,Interval_1343,0.02704309639896911,0.939630063509792,0.101881917979753
1343,Interval_1344,0.06784601098734137,0.855369950044209,-0.49828884525586503
1344,Interval_1345,0.06784601098734137,0.855369950044209,0.376463133286295
1345,Interval_1346,0.37514369133758174,0.42155700335633395,0.9238305725900179
1346,Interval_1347,0.05772095966431984,0.8755461453014208,-0.24814473852086202
1347,Interval_1348,0.08160365980329118,0.8286980944316709,0.353714519236938
1349,Interval_1350,0.0827141566561589,0.826581809055639,-0.499709665879568
1352,Interval_1353,0.06784601098734137,0.855369950044209,-0.372810462927965
1353,Interval_1354,0.10436522998326526,0.7863841835811759,0.283146097564971
1355,Interval_1356,0.02704309639896911,0.939630063509792,0.0758480727651869
1356,Interval_1357,0.02704309639896911,0.939630063509792,0.142437025018665
1357,Interval_1358,0.10436522998326526,0.7863841835811759,-0.754456385385739
1359,Interval_1360,0.16678205618513767,0.681111077762077,-0.8200251105835229
1361,Interval_1362,0.1332753570686536,0.7357404657856679,-0.7022775075920831
1362,Interval_1363,0.16905150420578055,0.677561148960813,0.6638657020361209
1368,Interval_1369,0.11743689341911376,0.763067763164432,0.720872484001316
1371,Interval_1372,0.044322205204403296,0.9029793003825551,-0.20657009492207198
1372,Interval_1373,0.09988664189431806,0.794535594707396,0.55267980160103
1373,Interval_1374,0.015221572814902305,0.9655581349473961,-0.0805829229655839
1374,Interval_1375,0.816605563701489,0.152543756253901,0.941940827603805
1375,Interval_1376,0.08828494372075961,0.816046781536314,0.447677457300371
1377,Interval_1378,0.010012555206809975,0.977208969991146,-0.0782231796294802
1379,Interval_1380,0.046145757552027676,0.8991957435556001,0.267456207964034
1380,Interval_1381,0.02704309639896911,0.939630063509792,0.21423857867787
1382,Interval_1383,1.0013555983278948,0.0996883485941563,-1.15505156907533
1384,Interval_1385,0.24025407199353915,0.575103390545968,-0.7001958832089029
1388,Interval_1389,0.02704309639896911,0.939630063509792,0.17338273227686402
1391,Interval_1392,0.05772095966431984,0.8755461453014208,0.19509130872270897
1392,Interval_1393,0.005808960336634333,0.9867134306986551,0.0408803837522126
1394,Interval_1395,0.017118972472354433,0.9613488863166361,-0.102177953381808
1396,Interval_1397,0.029613190422108433,0.9340858851843921,-0.24661402352432601
1397,Interval_1398,0.030356006917294284,0.9324895919160491,0.182287083692028
1398,Interval_1399,0.029616319116492918,0.9340791559744699,-0.175935288028752
1400,Interval_1401,0.02704309639896911,0.939630063509792,-0.18304080165000197
1402,Interval_1403,0.04541562299272432,0.9007087401653159,-0.17998654121054802
1405,Interval_1406,0.04541562299272432,0.9007087401653159,-0.376725303661425
1406,Interval_1407,0.045915902420751296,0.8996717787552941,0.298329799178167
1408,Interval_1409,0.003227428610626524,0.992596115786388,-0.0182507323471458
1409,Interval_1410,0.10786509684144945,0.780072383658853,0.52940858479163
1410,Interval_1411,0.18152570655573894,0.658376458478769,-0.9763579879556279
1411,Interval_1412,0.029613190422108433,0.9340858851843921,-0.222359473251305
1412,Interval_1413,0.015221572814902305,0.9655581349473961,-0.0554003086338991
1413,Interval_1414,0.43276505700331414,0.36917726068612106,-0.653464238943855
1414,Interval_1415,0.045263839578484455,0.9010235876856959,-0.26270242180785996
1415,Interval_1416,0.09325696262630517,0.8067575480599759,-0.474978079123783
1416,Interval_1417,0.09325696262630517,0.8067575480599759,-0.5748306139196221
1422,Interval_1423,0.3158628810982288,0.48321134127902904,-1.1922676884006298
1423,Interval_1424,0.09988664189431806,0.794535594707396,-0.342322604294931
1424,Interval_1425,0.029613190422108433,0.9340858851843921,-0.21350282415582697
1425,Interval_1426,1.0593778658134467,0.0872212154102394,-1.6491208972737301
1427,Interval_1428,0.5842528796584181,0.26046364886238,-1.99570805098765
1428,Interval_1429,0.16905150420578055,0.677561148960813,-0.990531699212195
1429,Interval_1430,0.02704309639896911,0.939630063509792,0.18030983005513396
1430,Interval_1431,0.18259274352181631,0.6567608503182901,0.8259683318040469
1431,Interval_1432,0.029616319116492918,0.9340791559744699,0.15770359001203
1434,Interval_1435,0.08003877604464088,0.8316895102712059,-0.54054846231009
1435,Interval_1436,0.04541562299272432,0.9007087401653159,-0.1865796157341
1436,Interval_1437,0.5151621070456822,0.30537810300609197,-0.7453043649325359
1437,Interval_1438,0.002340219295442933,0.9946259381510469,0.0100113221178719
1440,Interval_1441,0.044322205204403296,0.9029793003825551,-0.18157966610608398
1442,Interval_1443,0.05182329600642008,0.887517047954534,0.484952813044113
1443,Interval_1444,0.005808960336634333,0.9867134306986551,-0.0357276088025676
1445,Interval_1446,0.2804125730150898,0.5243091380471839,0.912093772711845
1447,Interval_1448,0.002340219295442933,0.9946259381510469,-0.0175613241069861
1448,Interval_1449,0.0045870171116477905,0.9894935848121958,0.0316399149339434
1451,Interval_1452,0.19722613770122044,0.63500020032337,0.9218294724723901
1452,Interval_1453,0.0827141566561589,0.826581809055639,0.510484727600149
1455,Interval_1456,0.03474721012987906,0.923108584794077,0.20467171615278
1456,Interval_1457,0.045263839578484455,0.9010235876856959,0.30649939406864396
1457,Interval_1458,0.010042702331154106,0.9771411380957941,0.0504572641745604
1459,Interval_1460,0.2804125730150898,0.5243091380471839,-0.6164695133060529
1460,Interval_1461,0.0193579316625938,0.9564055074648459,0.0802309963388494
1461,Interval_1462,0.10436522998326526,0.7863841835811759,0.43768211530198
1462,Interval_1463,0.15292578508288315,0.70319247548024,-0.654596343135418
1468,Interval_1469,0.24864929831454308,0.564092988592922,-0.96526372295176
1469,Interval_1470,0.24905730609430338,0.5635632875273039,-1.06082221775075
1470,Interval_1471,0.09988664189431806,0.794535594707396,0.43166559912620395
1471,Interval_1472,0.2804125730150898,0.5243091380471839,0.8949129982963779
